sequenceID,mad,log.mad,hall,log.hall,emilie,n,log.n,log2.n,bases,log.bases,probes.per.base,log.probes.per.base,bases.per.probe,log.bases.per.probe,rss.1,rss.2,rss.3,rss.4,rss.5,rss.6,rss.7,rss.8,rss.9,rss.10,rss.11,rss.12,rss.13,rss.14,rss.15,rss.16,rss.17,rss.18,rss.19,rss.20,log.rss.1,log.rss.2,log.rss.3,log.rss.4,log.rss.5,log.rss.6,log.rss.7,log.rss.8,log.rss.9,log.rss.10,log.rss.11,log.rss.12,log.rss.13,log.rss.14,log.rss.15,log.rss.16,log.rss.17,log.rss.18,log.rss.19,log.rss.20,mse.1,mse.2,mse.3,mse.4,mse.5,mse.6,mse.7,mse.8,mse.9,mse.10,mse.11,mse.12,mse.13,mse.14,mse.15,mse.16,mse.17,mse.18,mse.19,mse.20,log.mse.1,log.mse.2,log.mse.3,log.mse.4,log.mse.5,log.mse.6,log.mse.7,log.mse.8,log.mse.9,log.mse.10,log.mse.11,log.mse.12,log.mse.13,log.mse.14,log.mse.15,log.mse.16,log.mse.17,log.mse.18,log.mse.19,log.mse.20,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr13,chr14,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22,chrX,n.loglog
53_chr4,0.070225325,-2.656046277,0.078342161,-2.546669366,2.743803314,195,5.272999559,1.662599377,190636043,19.06587663,1.02E-06,-13.79287708,977620.7333,13.79287708,1.171972815,1.13340741,1.095597758,1.048451303,1.019805089,0.992498628,0.956273031,0.932584876,0.89944413,0.869769199,0.845037758,0.812940299,0.788208858,0.759779058,0.736090903,0.717367251,0.69492789,0.677054302,0.658272996,0.640399407,0.158688495,0.125228502,0.091300112,0.047314126,0.019611519,-0.007529649,-0.04471181,-0.069795112,-0.105978339,-0.139527391,-0.168373969,-0.207097605,-0.237992177,-0.274727601,-0.306401658,-0.332167364,-0.363947194,-0.3900038,-0.418135546,-0.445663223,0.006010117,0.005812346,0.00561845,0.005376673,0.00522977,0.005089737,0.004903964,0.004782487,0.004612534,0.004460355,0.004333527,0.004168925,0.004042097,0.003896303,0.003774825,0.003678806,0.003563733,0.003472073,0.003375759,0.0032841,-5.114311063,-5.147771056,-5.181699447,-5.225685433,-5.253388039,-5.280529208,-5.317711368,-5.342794671,-5.378977898,-5.412526949,-5.441373527,-5.480097164,-5.510991735,-5.547727159,-5.579401216,-5.605166923,-5.636946752,-5.663003359,-5.691135105,-5.718662782,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.662599377
54_chr4,0.037474705,-3.284089096,0.07273654,-2.620911406,2.806331906,322,5.774551546,1.753460599,190578552,19.06557501,1.69E-06,-13.29102347,591858.8571,13.29102347,3.790082689,3.134312087,1.608255242,1.46344869,1.240195194,1.095388641,1.034566292,0.889759739,0.848538699,0.812237383,0.781460787,0.753513547,0.724360002,0.696412763,0.676091826,0.649054591,0.628733654,0.60709332,0.583362017,0.566866894,1.332387837,1.14240972,0.475149891,0.380795767,0.215268781,0.091109224,0.033982297,-0.116803809,-0.164239587,-0.207962637,-0.246590307,-0.283008282,-0.322466769,-0.361812745,-0.391426375,-0.432238451,-0.464047555,-0.499072759,-0.538947329,-0.567630758,0.011770443,0.009733888,0.004994581,0.004544872,0.003851538,0.003401828,0.003212939,0.002763229,0.002635213,0.002522476,0.002426897,0.002340104,0.002249565,0.002162773,0.002099664,0.002015697,0.001952589,0.001885383,0.001811683,0.001760456,-4.442163709,-4.632141826,-5.299401654,-5.393755779,-5.559282764,-5.683442322,-5.740569249,-5.891355354,-5.938791133,-5.982514183,-6.021141852,-6.057559827,-6.097018315,-6.13636429,-6.165977921,-6.206789996,-6.238599101,-6.273624305,-6.313498875,-6.342182303,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.753460599
55_chr4,0.063024287,-2.764235117,0.076974726,-2.56427815,2.806331906,322,5.774551546,1.753460599,190578552,19.06557501,1.69E-06,-13.29102347,591858.8571,13.29102347,2.209527921,1.932119567,1.882381194,1.683566296,1.634074858,1.543950461,1.521828074,1.466262603,1.444140216,1.416911753,1.39314335,1.370474309,1.346705906,1.324395843,1.300417358,1.278107295,1.256068698,1.234667759,1.214310799,1.192272202,0.792778882,0.658617621,0.632537568,0.520914339,0.491076808,0.434344366,0.419912292,0.382716716,0.367514138,0.348479681,0.331562597,0.315156891,0.297661541,0.280956388,0.262685258,0.245380308,0.227986762,0.210801913,0.194176672,0.1758609,0.006861888,0.006000371,0.005845904,0.005228467,0.005074767,0.004794877,0.004726174,0.004553611,0.004484908,0.004400347,0.004326532,0.004256131,0.004182316,0.004113031,0.004038563,0.003969277,0.003900834,0.003834372,0.003771152,0.003702709,-4.981772663,-5.115933924,-5.142013978,-5.253637207,-5.283474737,-5.340207179,-5.354639253,-5.391834829,-5.407037407,-5.426071864,-5.442988949,-5.459394655,-5.476890004,-5.493595158,-5.511866288,-5.529171238,-5.546564783,-5.563749632,-5.580374873,-5.598690646,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.753460599
56_chr4,0.055609796,-2.889395902,0.076452016,-2.571091978,2.805200033,319,5.765191103,1.751838302,190578552,19.06557501,1.67E-06,-13.30038391,597424.9279,13.30038391,2.150017196,1.868532849,1.84397895,1.595924285,1.571370386,1.50196591,1.455663911,1.424125915,1.38171991,1.338014329,1.296285201,1.271492733,1.243946994,1.215560831,1.191006932,1.162168341,1.137375873,1.109830134,1.081443972,1.056890072,0.76547584,0.62515355,0.61192571,0.467453057,0.451948096,0.406774857,0.375462092,0.353558232,0.323329035,0.291186671,0.259502636,0.24019159,0.218289384,0.19520556,0.174799111,0.15028752,0.128723743,0.104206972,0.078297159,0.055330702,0.006739866,0.00585747,0.005780498,0.005002897,0.004925926,0.004708357,0.00456321,0.004464345,0.00433141,0.004194402,0.00406359,0.003985871,0.00389952,0.003810536,0.003733564,0.003643161,0.003565442,0.003479091,0.003390106,0.003313135,-4.999715262,-5.140037552,-5.153265393,-5.297738045,-5.313243007,-5.358416246,-5.38972901,-5.411632871,-5.441862068,-5.474004432,-5.505688467,-5.524999512,-5.546901719,-5.569985543,-5.590391992,-5.614903583,-5.63646736,-5.660984131,-5.686893944,-5.709860401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.751838302
57_chr4,0.071265244,-2.641346525,0.092916231,-2.376056931,2.742476129,193,5.262690189,1.660642339,190636043,19.06587663,1.01E-06,-13.80318645,987751.5181,13.80318645,1.982913236,1.743215532,1.667267676,1.51426577,1.438317915,1.317856513,1.242123749,1.202335135,1.141856435,1.09203593,1.044759137,1.0080386,0.960761807,0.939930938,0.893834726,0.87005374,0.839395021,0.817431714,0.786772994,0.767922529,0.684567095,0.555731414,0.511186165,0.414930681,0.363474316,0.276006563,0.216822616,0.184265612,0.132655389,0.08804378,0.043786368,0.008006463,-0.04002876,-0.061948876,-0.112234391,-0.139200299,-0.17507386,-0.201587911,-0.239815516,-0.264066424,0.010274162,0.009032205,0.008638693,0.007845937,0.007452424,0.006828272,0.006435874,0.006229716,0.005916355,0.005658217,0.00541326,0.005222998,0.00497804,0.004870108,0.004631268,0.00450805,0.004349197,0.004235397,0.004076544,0.003978873,-4.578123094,-4.706958774,-4.751504024,-4.847759508,-4.899215873,-4.986683626,-5.045867573,-5.078424577,-5.1300348,-5.174646409,-5.218903821,-5.254683726,-5.302718949,-5.324639065,-5.37492458,-5.401890488,-5.437764048,-5.464278099,-5.502505705,-5.526756613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.660642339
58_chr4,0.185843754,-1.682848989,0.205600823,-1.581818744,2.712100378,153,5.030437921,1.615507042,190636043,19.06587663,8.03E-07,-14.03543871,1245987.209,14.03543871,6.682110184,6.264811047,5.996815776,5.820735007,5.597906121,5.397219927,5.174391042,4.989581073,4.777314586,4.616805144,4.447361864,4.286852422,4.135614231,3.99049335,3.873810274,3.736465032,3.619781955,3.483878881,3.367195804,3.237254379,1.899433834,1.834948428,1.791228624,1.761426544,1.722392621,1.685883993,1.643721659,1.607351953,1.563878587,1.529702939,1.492311081,1.455552762,1.419635862,1.38391487,1.35423859,1.318139986,1.286413791,1.248146294,1.214080292,1.174725557,0.043673923,0.040946477,0.039194874,0.03804402,0.036587622,0.035275947,0.033819549,0.032611641,0.031224278,0.030175197,0.029067725,0.028018643,0.027030158,0.026081656,0.025319021,0.02442134,0.023658706,0.02277045,0.022007816,0.021158525,-3.131004088,-3.195489494,-3.239209297,-3.269011378,-3.308045301,-3.344553929,-3.386716262,-3.423085969,-3.466559335,-3.500734983,-3.53812684,-3.574885159,-3.61080206,-3.646523051,-3.676199332,-3.712297936,-3.744024131,-3.782291627,-3.816357629,-3.855712365,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.615507042
60_chr4,0.06864953,-2.678741,0.095823445,-2.345247896,2.717195482,159,5.068904202,1.623124661,190636043,19.06587663,8.34E-07,-13.99697243,1198968.824,13.99697243,5.5623399,1.380291967,1.29304379,1.252124659,1.196711774,1.157663825,1.10225094,1.063599359,1.009338452,0.97635316,0.922908812,0.889923519,0.858573971,0.821918572,0.788933279,0.757583731,0.724598438,0.695605026,0.667369916,0.641538918,1.716018865,0.322295047,0.256998966,0.224841836,0.179577607,0.14640403,0.097354398,0.061658778,0.009295119,-0.023930914,-0.080224845,-0.116619753,-0.15248244,-0.19611395,-0.237073525,-0.277621212,-0.322137656,-0.362973271,-0.404410791,-0.443885429,0.03498327,0.008681082,0.008132351,0.007874998,0.007526489,0.007280905,0.006932396,0.006689304,0.006348041,0.006140586,0.005804458,0.005597003,0.005399836,0.005169299,0.004961845,0.004764678,0.004557223,0.004374874,0.004197295,0.004034836,-3.352885337,-4.746609155,-4.811905236,-4.844062367,-4.889326595,-4.922500172,-4.971549804,-5.007245424,-5.059609084,-5.092835116,-5.149129047,-5.185523955,-5.221386642,-5.265018152,-5.305977727,-5.346525414,-5.391041858,-5.431877473,-5.473314993,-5.512789632,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.623124661
61_chr4,0.057,-2.864704011,0.073146056,-2.615297074,2.769116535,238,5.472270674,1.699693644,191052900,19.06806091,1.25E-06,-13.59579024,802743.2773,13.59579024,1.372219786,1.327456357,1.102395595,1.055016817,0.980976612,0.933597834,0.875777667,0.825776873,0.788559512,0.76089816,0.723680799,0.70058665,0.680904781,0.662468861,0.642786992,0.627448647,0.608693794,0.591291219,0.578315575,0.560912999,0.31642971,0.283264598,0.097485626,0.053556708,-0.019206661,-0.068709518,-0.132643025,-0.191430671,-0.237547401,-0.273255753,-0.323404869,-0.355837224,-0.384332805,-0.411781725,-0.441941882,-0.466093448,-0.496439939,-0.525446627,-0.547635582,-0.578189467,0.005765629,0.005577548,0.004631914,0.004432844,0.00412175,0.00392268,0.003679738,0.003469651,0.003313275,0.003197051,0.003040676,0.002943641,0.002860944,0.002783483,0.002700786,0.002636339,0.002557537,0.002484417,0.002429897,0.002356777,-5.155840964,-5.189006076,-5.374785048,-5.418713966,-5.491477335,-5.540980192,-5.604913699,-5.663701345,-5.709818074,-5.745526427,-5.795675543,-5.828107898,-5.856603479,-5.884052398,-5.914212556,-5.938364122,-5.968710612,-5.997717301,-6.019906256,-6.050460141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.699693644
62_chr4,0.049712206,-3.001504783,0.058487503,-2.838942164,2.806706573,323,5.777652323,1.753997428,190668238,19.0660455,1.69E-06,-13.28839318,590304.1424,13.28839318,1.410065066,1.161923351,1.133268272,1.047392617,1.024796603,0.967502236,0.944906222,0.900549071,0.886236624,0.859069441,0.844756995,0.821455909,0.806538188,0.788895494,0.768924656,0.753680037,0.736364241,0.721119622,0.705871066,0.690321624,0.343635849,0.150076694,0.125105735,0.046303854,0.024494156,-0.033037542,-0.056669592,-0.104750623,-0.120771294,-0.15190552,-0.168706273,-0.196677014,-0.215004032,-0.23712142,-0.262762291,-0.282787356,-0.30603039,-0.326950244,-0.348322685,-0.370597669,0.004365527,0.003597286,0.003508571,0.003242702,0.003172745,0.002995363,0.002925406,0.002788078,0.002743767,0.002659658,0.002615347,0.002543207,0.002497022,0.002442401,0.002380572,0.002333375,0.002279765,0.002232568,0.002185359,0.002137219,-5.434016474,-5.62757563,-5.652546589,-5.731348469,-5.753158167,-5.810689866,-5.834321916,-5.882402946,-5.898423617,-5.929557844,-5.946358596,-5.974329338,-5.992656355,-6.014773744,-6.040414614,-6.060439679,-6.083682713,-6.104602568,-6.125975008,-6.148249992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.753997428
63_chr4,0.051,-2.975929646,0.068167785,-2.685783185,2.769116535,238,5.472270674,1.699693644,191052900,19.06806091,1.25E-06,-13.59579024,802743.2773,13.59579024,1.151946924,1.129273791,1.059341174,1.036284322,0.972395528,0.946410926,0.922621578,0.894780913,0.875625964,0.848180246,0.829025298,0.802820083,0.782914054,0.762468823,0.737553891,0.719286818,0.699405742,0.681138669,0.662828807,0.644751199,0.141453489,0.121574763,0.05764718,0.035641548,-0.027992636,-0.055078421,-0.08053612,-0.111176381,-0.13281626,-0.164662111,-0.187504608,-0.219624646,-0.244732354,-0.27119366,-0.304416122,-0.329495089,-0.357524245,-0.383989368,-0.411238532,-0.438890774,0.004840113,0.004744848,0.004451013,0.004354136,0.004085695,0.003976516,0.003876561,0.003759584,0.003679101,0.003563783,0.0034833,0.003373194,0.003289555,0.003203651,0.003098966,0.003022214,0.00293868,0.002861927,0.002784995,0.002709039,-5.330817185,-5.350695911,-5.414623493,-5.436629125,-5.50026331,-5.527349095,-5.552806794,-5.583447054,-5.605086934,-5.636932785,-5.659775282,-5.69189532,-5.717003028,-5.743464334,-5.776686795,-5.801765762,-5.829794919,-5.856260042,-5.883509205,-5.911161448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.699693644
64_chr4,0.118644496,-2.131623682,0.141602216,-1.954733449,2.700238761,140,4.941642423,1.59769775,190636043,19.06587663,7.34E-07,-14.12423421,1361686.021,14.12423421,2.905864255,2.832521585,2.629261864,2.546065384,2.389767152,2.280408057,2.189972792,2.109611206,2.019175942,1.932773007,1.852411421,1.761976156,1.691192219,1.621979077,1.556797445,1.487584303,1.439215648,1.39536616,1.346997506,1.304237861,1.066730852,1.041167334,0.966703147,0.934549181,0.871195935,0.824354399,0.78388912,0.746503668,0.702689478,0.658955763,0.616488261,0.566435995,0.525433735,0.483647056,0.442630791,0.397153531,0.364098277,0.333156861,0.297878046,0.265618855,0.020756173,0.020232297,0.018780442,0.018186181,0.017069765,0.016288629,0.015642663,0.015068651,0.014422685,0.013805521,0.01323151,0.012585544,0.012079944,0.011585565,0.011119982,0.010625602,0.010280112,0.009966901,0.009621411,0.009315985,-3.874911571,-3.900475088,-3.974939276,-4.007093242,-4.070446487,-4.117288023,-4.157753303,-4.195138755,-4.238952944,-4.28268666,-4.325154162,-4.375206427,-4.416208687,-4.457995366,-4.499011632,-4.544488892,-4.577544146,-4.608485561,-4.643764377,-4.676023567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59769775
65_chr4,0.069966979,-2.659731871,0.080548033,-2.518901591,2.718845635,161,5.081404365,1.625587673,190636043,19.06587663,8.45E-07,-13.98447227,1184074.801,13.98447227,1.645838089,1.017157181,0.9776459,0.929374385,0.887222025,0.8585894,0.831992259,0.804836769,0.776204143,0.750298099,0.725325512,0.69990134,0.677181503,0.651565211,0.626592624,0.601168451,0.583516802,0.558205409,0.541356613,0.518806393,0.498249731,0.017011659,-0.02260774,-0.073243623,-0.119660018,-0.152464469,-0.183932142,-0.217115794,-0.253339722,-0.287284686,-0.321134743,-0.356815897,-0.389815942,-0.428377794,-0.467458672,-0.508880099,-0.538682033,-0.583028268,-0.613677043,-0.656224503,0.010222597,0.006317746,0.006072335,0.005772512,0.005510696,0.005332853,0.005167654,0.004998986,0.004821144,0.004660237,0.004505127,0.004347213,0.004206096,0.004046989,0.00389188,0.003733966,0.003624328,0.003467114,0.003362463,0.0032224,-4.583154634,-5.064392706,-5.104012105,-5.154647988,-5.201064383,-5.233868834,-5.265336507,-5.298520159,-5.334744087,-5.368689051,-5.402539108,-5.438220262,-5.471220307,-5.509782159,-5.548863037,-5.590284464,-5.620086397,-5.664432633,-5.695081408,-5.737628868,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625587673
66_chr4,0.065692836,-2.7227654,0.087033503,-2.441462147,2.72828301,173,5.153291594,1.639635655,190636043,19.06587663,9.07E-07,-13.91258504,1101942.445,13.91258504,1.519067586,1.293808874,1.261082684,1.110591466,1.071788349,0.989541384,0.950738266,0.90328538,0.864482262,0.821490161,0.79108422,0.754414065,0.726482598,0.697177889,0.669246422,0.651415974,0.622111265,0.594179798,0.577834409,0.550979305,0.418096716,0.257590484,0.231970625,0.104892726,0.069328608,-0.010513692,-0.050516474,-0.10171674,-0.145624492,-0.196635319,-0.234350844,-0.281813904,-0.319540749,-0.36071468,-0.401602944,-0.428606864,-0.47463632,-0.520573316,-0.54846794,-0.596058029,0.008780737,0.007478664,0.007289495,0.006419604,0.006195308,0.005719892,0.005495597,0.005221303,0.004997007,0.004748498,0.004572741,0.004360775,0.004199321,0.00402993,0.003868476,0.00376541,0.003596019,0.003434565,0.003340083,0.003184851,-4.735194878,-4.895701111,-4.92132097,-5.048398868,-5.083962987,-5.163805287,-5.203808068,-5.255008335,-5.298916086,-5.349926913,-5.387642439,-5.435105498,-5.472832344,-5.514006275,-5.554894538,-5.581898458,-5.627927915,-5.67386491,-5.701759535,-5.749349623,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.639635655
67_chr4,0.058713903,-2.835078736,0.066414012,-2.71184722,2.744461158,196,5.278114659,1.663568962,190636043,19.06587663,1.03E-06,-13.78776197,972632.8724,13.78776197,1.190699345,1.035169322,0.977069538,0.891678073,0.833271648,0.786434068,0.749357958,0.70427177,0.662828939,0.628514417,0.603607402,0.579712771,0.554805757,0.534705465,0.518240826,0.499259353,0.481001602,0.460901311,0.444436672,0.429269861,0.17454082,0.034565009,-0.023197454,-0.114650116,-0.182395582,-0.24024639,-0.288538496,-0.350590961,-0.411238332,-0.464396313,-0.504831288,-0.54522252,-0.589137214,-0.626039216,-0.657315229,-0.694629573,-0.731884677,-0.774571335,-0.810947705,-0.845669511,0.006074997,0.005281476,0.004985049,0.004549378,0.004251386,0.004012419,0.003823255,0.003593223,0.00338178,0.003206706,0.00307963,0.002957718,0.002830642,0.002728089,0.002644086,0.002547242,0.00245409,0.002351537,0.002267534,0.002190152,-5.103573839,-5.24354965,-5.301312114,-5.392764775,-5.460510242,-5.518361049,-5.566653155,-5.62870562,-5.689352991,-5.742510972,-5.782945948,-5.823337179,-5.867251873,-5.904153875,-5.935429888,-5.972744232,-6.009999337,-6.052685994,-6.089062364,-6.12378417,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.663568962
68_chr4,0.048815025,-3.019717115,0.068807141,-2.676447752,2.743141652,194,5.267858159,1.661623859,190636043,19.06587663,1.02E-06,-13.79801848,982660.0155,13.79801848,0.950109381,0.913343245,0.847341647,0.815335718,0.761768082,0.729006485,0.680605691,0.655200921,0.625022047,0.599617277,0.576273374,0.557764245,0.540887303,0.526107076,0.512753935,0.497973708,0.485942408,0.471162181,0.458577161,0.445526267,-0.051178164,-0.090643516,-0.165651304,-0.204155327,-0.272113124,-0.316072651,-0.384772155,-0.42281334,-0.469968355,-0.511463699,-0.551173124,-0.583818906,-0.614544335,-0.64225052,-0.667959208,-0.697207998,-0.721665165,-0.75255291,-0.779626712,-0.808499074,0.004897471,0.004707955,0.00436774,0.004202761,0.00392664,0.003757765,0.003508277,0.003377324,0.003221763,0.003090811,0.002970481,0.002875073,0.002788079,0.002711892,0.002643062,0.002566875,0.002504858,0.002428671,0.0023638,0.002296527,-5.319036323,-5.358501675,-5.433509463,-5.472013486,-5.539971283,-5.58393081,-5.652630315,-5.6906715,-5.737826514,-5.779321858,-5.819031283,-5.851677065,-5.882402494,-5.910108679,-5.935817367,-5.965066157,-5.989523324,-6.020411069,-6.047484871,-6.076357233,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.661623859
69_chr4,0.049,-3.015934981,0.054818309,-2.903731027,2.769116535,238,5.472270674,1.699693644,191052900,19.06806091,1.25E-06,-13.59579024,802743.2773,13.59579024,0.787824933,0.752321036,0.710092286,0.680338047,0.634358736,0.604604497,0.578573333,0.562829157,0.547479562,0.531735386,0.517396542,0.506627518,0.494059382,0.483290358,0.472899555,0.462130531,0.451671989,0.441267542,0.430512161,0.420418196,-0.23847938,-0.284592136,-0.342360338,-0.385165477,-0.455140655,-0.503180759,-0.547189977,-0.574779148,-0.602430148,-0.631609308,-0.658945693,-0.679979225,-0.705099562,-0.72713765,-0.74887227,-0.771907894,-0.794799052,-0.818103917,-0.842779707,-0.866505357,0.003310189,0.003161013,0.002983581,0.002858563,0.002665373,0.002540355,0.00243098,0.002364828,0.002300334,0.002234182,0.002173935,0.002128687,0.00207588,0.002030632,0.001986973,0.001941725,0.001897781,0.001854065,0.001808875,0.001766463,-5.710750054,-5.75686281,-5.814631011,-5.85743615,-5.927411329,-5.975451432,-6.019460651,-6.047049821,-6.074700822,-6.103879981,-6.131216367,-6.152249898,-6.177370235,-6.199408324,-6.221142944,-6.244178568,-6.267069725,-6.29037459,-6.315050381,-6.338776031,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.699693644
70_chr4,0.055702905,-2.887722986,0.079798959,-2.528244824,2.806706573,323,5.777652323,1.753997428,190668238,19.0660455,1.69E-06,-13.28839318,590304.1424,13.28839318,2.579893151,2.179016498,2.133216282,1.79332168,1.74875154,1.643304593,1.597403258,1.514934348,1.470364208,1.40266874,1.358098599,1.314868981,1.275132901,1.235673139,1.20433567,1.170632146,1.135570437,1.099834915,1.067898224,1.04158125,0.947747984,0.778873627,0.757630833,0.584069588,0.558902128,0.49670921,0.468379347,0.415372103,0.38551013,0.338376665,0.306085633,0.273737026,0.243050409,0.211615874,0.185928104,0.157543899,0.127135112,0.095160091,0.06569244,0.040739992,0.007987285,0.006746181,0.006604385,0.00555208,0.005414091,0.00508763,0.004945521,0.004690199,0.004552211,0.004342628,0.00420464,0.004070802,0.00394778,0.003825613,0.003728593,0.003624248,0.003515698,0.003405062,0.003306186,0.00322471,-4.82990434,-4.998778696,-5.020021491,-5.193582736,-5.218750196,-5.280943113,-5.309272976,-5.36228022,-5.392142193,-5.439275658,-5.47156669,-5.503915297,-5.534601914,-5.56603645,-5.591724219,-5.620108425,-5.650517211,-5.682492232,-5.711959883,-5.736912332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.753997428
72_chr4,0.091147888,-2.395271948,0.112909051,-2.181172645,2.718023478,160,5.075173815,1.624360774,189515532,19.05998154,8.44E-07,-13.98480773,1184472.075,13.98480773,2.1942759,2.085205768,1.997314103,1.92126252,1.80140293,1.750891715,1.641363077,1.617695965,1.504927368,1.454287647,1.383923805,1.346937393,1.279145279,1.242158867,1.18549157,1.148505158,1.098659434,1.063624343,1.013778619,0.982890717,0.785852106,0.73486754,0.691803329,0.652982533,0.588565767,0.56012521,0.495527041,0.481002893,0.408744637,0.374516191,0.324922801,0.297833417,0.246192104,0.216850887,0.170157516,0.138461234,0.09409074,0.061682268,0.013684557,-0.017257338,0.013714224,0.013032536,0.012483213,0.012007891,0.011258768,0.010943073,0.010258519,0.0101106,0.009405796,0.009089298,0.008649524,0.008418359,0.007994658,0.007763493,0.007409322,0.007178157,0.006866621,0.006647652,0.006336116,0.006143067,-4.289321709,-4.340306275,-4.383370486,-4.422191283,-4.486608048,-4.515048605,-4.579646774,-4.594170922,-4.666429178,-4.700657624,-4.750251014,-4.777340398,-4.828981711,-4.858322928,-4.9050163,-4.936712581,-4.981083075,-5.013491547,-5.061489258,-5.092431153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.624360774
73_chr4,0.057216554,-2.86091201,0.087190968,-2.43965453,2.718023478,160,5.075173815,1.624360774,190636043,19.06587663,8.39E-07,-13.99070282,1191475.269,13.99070282,1.348415889,1.260529944,0.978113931,0.871152354,0.817864066,0.780589196,0.752535213,0.721069376,0.692018002,0.664117335,0.640038258,0.615837245,0.588685094,0.564606018,0.540575935,0.516496858,0.494584469,0.472815881,0.455530751,0.436322522,0.298930488,0.231532223,-0.022129121,-0.137938399,-0.201059135,-0.247706265,-0.284307489,-0.327019924,-0.368143309,-0.409296436,-0.446227326,-0.484772563,-0.529863883,-0.571627105,-0.615120162,-0.660686073,-0.704037325,-0.749049224,-0.786292054,-0.82937358,0.008427599,0.007878312,0.006113212,0.005444702,0.00511165,0.004878682,0.004703345,0.004506684,0.004325113,0.004150733,0.004000239,0.003848983,0.003679282,0.003528788,0.0033786,0.003228105,0.003091153,0.002955099,0.002847067,0.002727016,-4.776243327,-4.843641592,-5.097302937,-5.213112214,-5.27623295,-5.32288008,-5.359481304,-5.40219374,-5.443317125,-5.484470251,-5.521401141,-5.559946378,-5.605037698,-5.64680092,-5.690293977,-5.735859888,-5.779211141,-5.824223039,-5.861465869,-5.904547395,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.624360774
74_chr4,0.041,-3.194183212,0.048784841,-3.020335642,2.769116535,238,5.472270674,1.699693644,191052900,19.06806091,1.25E-06,-13.59579024,802743.2773,13.59579024,0.604979665,0.589874539,0.557794431,0.529732416,0.505630339,0.489846567,0.46674397,0.452622696,0.4295201,0.416894788,0.395094669,0.382469356,0.374694554,0.364241132,0.356017269,0.346983922,0.338887089,0.330831708,0.322734874,0.3156321,-0.502560433,-0.52784541,-0.583764787,-0.635383275,-0.681949432,-0.713663066,-0.761974415,-0.7926964,-0.845086739,-0.874921397,-0.928629875,-0.961106743,-0.981644109,-1.00993918,-1.03277604,-1.058476833,-1.082088298,-1.106145469,-1.130924115,-1.153177983,0.002541931,0.002478464,0.002343674,0.002225766,0.002124497,0.002058179,0.001961109,0.001901776,0.001804706,0.001751659,0.001660062,0.001607014,0.001574347,0.001530425,0.001495871,0.001457916,0.001423895,0.001390049,0.001356029,0.001326185,-5.974831107,-6.000116084,-6.056035461,-6.107653949,-6.154220106,-6.18593374,-6.234245088,-6.264967074,-6.317357413,-6.34719207,-6.400900549,-6.433377417,-6.453914782,-6.482209854,-6.505046713,-6.530747507,-6.554358971,-6.578416143,-6.603194789,-6.625448657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.699693644
