sequenceID,sd,mean,range_value,abs_skewness,kurtosis,length,sum_diff,variance
181_chr4,0.094162215,-0.31712277,0.876407964,2.225027892,10.25354559,322,27.47410029,0.008866523
182_chr1,0.274608231,-0.198160255,1.554402051,0.490654477,-0.77803412,467,57.20438552,0.07540968
182_chr11,0.230100142,-0.296963007,1.199071347,0.364229607,-0.011901624,150,23.02243027,0.052946075
182_chr17,0.188120327,0.056149489,1.244639716,0.844616484,1.624628921,160,19.84271385,0.035389257
182_chr2,0.685311902,0.141837395,5.514058963,6.483266244,42.84123225,255,40.47550482,0.469652403
182_chr3,0.13227022,0.013046735,0.808841164,1.357477747,2.728757015,186,20.20860275,0.017495411
183_chr1,0.292909843,-0.211106499,1.253672585,0.586280473,-1.439397048,506,31.81817795,0.085796176
183_chr11,0.041601391,0.000722756,0.211082326,0.134005664,-0.098869757,165,6.856016587,0.001730676
183_chr17,0.055119608,0.049125692,0.4949303,0.616787229,5.360325216,176,8.547581189,0.003038171
183_chr2,0.049637949,-0.000844973,0.55829455,2.867043871,24.18788268,290,12.09374241,0.002463926
183_chr3,0.04128359,0.003365145,0.301750213,0.784479708,2.888124932,220,9.768956605,0.001704335
183_chr4,0.043990495,-0.008452365,0.270520609,0.257850137,0.26527202,188,7.674001149,0.001935164
184_chr1,0.090673191,0.008895316,1.115609484,1.862795277,15.63966087,506,41.04108382,0.008221628
184_chr11,0.094131163,0.019788584,0.620917707,1.103315603,3.104020033,170,14.49360481,0.008860676
184_chr17,0.078194116,0.426296926,0.534240206,0.78553847,2.029773868,184,13.98994156,0.00611432
184_chr2,0.094503909,0.398916699,0.866211642,1.382253237,6.651917452,291,26.75850133,0.008930989
184_chr3,0.091329669,-0.00846205,0.738947318,1.539712921,6.646597901,224,20.31169291,0.008341109
184_chr4,0.141938389,-0.218725994,0.867784805,1.060306615,2.59053914,188,26.11698234,0.020146506
185_chr1,0.092332215,0.013889607,0.533341012,0.14882485,-0.097526375,405,33.99565438,0.008525238
185_chr11,0.282537834,-0.202219866,1.046369963,0.365264905,-1.270858018,118,14.41385897,0.079827627
185_chr17,0.291497654,0.185302357,1.118997912,1.15107611,-0.02240304,137,14.26499921,0.084970882
185_chr2,0.078516752,-0.002111661,0.588601078,0.203235449,1.158098416,202,15.30858396,0.00616488
185_chr3,0.069351065,-0.004501206,0.437482646,0.176064605,1.096399895,150,10.9008227,0.00480957
185_chr4,0.105245537,-0.23117634,0.581765746,1.478693389,3.016386881,124,14.00697744,0.011076623
186_chr1,0.062895326,0.025725221,0.410746663,0.805091662,0.937958684,651,35.41166425,0.003955822
186_chr11,0.063068887,0.008212906,0.390234108,1.016021007,2.000185965,235,13.70113193,0.003977685
186_chr17,0.0877298,0.260013288,0.778628233,0.048878761,2.969856423,248,20.44095733,0.007696518
186_chr2,0.054040764,0.090312163,0.431606779,0.225869254,0.910934714,413,23.22424697,0.002920404
186_chr3,0.056141704,-0.103930266,0.413339212,0.867105469,1.78694197,389,20.22232512,0.003151891
186_chr4,0.066409792,-0.091579711,0.620735906,1.991305757,10.30721627,322,19.83638457,0.00441026
187_chr1,0.087341153,-0.000715689,0.662589066,0.06028521,0.966455727,510,34.24517438,0.007628477
187_chr11,0.075838846,0.011623764,0.430579859,0.188559935,-0.053063751,173,13.07132728,0.00575153
187_chr17,0.106487728,0.25038771,0.657495544,0.544385061,1.119422874,185,13.53988574,0.011339636
187_chr2,0.098995571,0.29686899,0.583463597,0.448973275,0.431025816,298,27.96662784,0.009800123
187_chr3,0.110640945,-0.330311569,1.01170766,2.390962313,12.55311608,225,22.74230403,0.012241419
187_chr4,0.111386131,-0.31038109,0.67616951,0.924319826,1.858818169,195,22.24497006,0.01240687
188_chr1,0.168968645,0.075679439,0.81,0.794406052,-0.682525835,535,39.454,0.028550403
188_chr11,0.271896149,-0.278143216,1.075,0.289854474,-1.206274658,199,24.823,0.073927516
188_chr2,0.175970781,0.050499799,0.831,1.53300562,1.171809173,332,22.50486667,0.030965716
188_chr3,0.255977002,-0.206955253,1.294,0.716284824,-0.519627935,257,28.296,0.065524226
188_chr4,0.067700331,-0.036296218,0.597,1.78399101,9.306014943,238,16.039,0.004583335
188_chr6,0.153772545,0.221426009,0.57,0.64501502,-0.8692957,223,19.919,0.023645996
188_chr9,0.160222902,0.045217647,0.615,1.130648394,-0.001492075,170,12.581,0.025671378
189_chr1,0.109447941,0.000923471,1.312768096,1.015815157,7.250513962,652,40.61571378,0.011978852
189_chr11,0.310356421,0.013547312,1.284856508,0.116294263,-1.28603453,235,29.83959554,0.096321108
189_chr15,0.169501682,-0.079231763,0.816146906,1.366680954,1.495812603,136,11.7403891,0.02873082
189_chr17,0.264580448,0.237247174,1.033869575,0.579085518,-1.029333237,248,22.86136248,0.070002813
189_chr18,0.114931823,0.16674004,0.487715004,1.143506888,0.172185356,129,7.005290664,0.013209324
189_chr2,0.096455722,0.005759943,0.981756026,1.981904587,11.75253485,414,23.90243639,0.009303706
189_chr20,0.171714747,0.309642675,0.789041499,0.82649017,-0.150248185,138,11.14676145,0.029485954
189_chr3,0.130976568,-0.046045804,0.857356407,1.292515087,2.491734308,390,23.1930662,0.017154861
189_chr4,0.06498379,-0.009488179,0.776257625,3.094910614,25.50903115,322,16.08519969,0.004222893
189_chr5,0.129714429,0.110933701,0.671655163,0.0585926,-1.119191651,306,19.24720945,0.016825833
189_chr7,0.172731032,0.108316984,0.950713062,1.962758497,3.31939311,233,16.62711898,0.029836009
189_chr9,0.195951029,-0.029429315,1.633038151,3.241969498,16.09190577,194,19.05007116,0.038396806
189_chrX,0.126166644,-0.061640697,0.744486864,1.507683262,2.123233323,227,11.67930495,0.015918022
18_chr1,0.080629258,0.009626076,1.179001904,1.970317334,22.52624185,398,28.34521369,0.006501077
18_chr10,0.159244535,-0.217430531,0.839203788,0.309728951,-0.233998745,114,12.54344312,0.025358822
18_chr11,0.221748993,-0.415208366,1.121698422,0.14141029,-0.656306842,131,19.06744829,0.049172616
18_chr17,0.263948124,0.36662318,0.986550045,0.298659565,-1.20594766,123,14.49466188,0.069668612
18_chr2,0.076268258,0.000719434,0.747612838,0.817209407,7.010832032,220,17.56079116,0.005816847
18_chr20,0.166459119,0.181023356,0.723190451,0.234268274,-0.566429551,80,6.473641728,0.027708638
18_chr3,0.314043776,-0.207370542,1.241225258,0.859425258,-0.764943865,151,21.02821985,0.098623494
18_chr4,0.313430253,-0.229182713,1.383118165,0.969289159,-0.312392095,123,18.79543289,0.098238523
18_chr6,0.283285741,-0.173274562,1.038707251,1.10067712,-0.320747847,136,13.80495259,0.080250811
18_chr7,0.129536786,0.407503859,0.817402074,1.551491612,4.437090188,101,13.1734869,0.016779779
18_chr9,0.311949082,-0.228154166,1.145351386,0.793900124,-0.753706481,102,14.06113023,0.09731223
18_chrX,0.170124383,0.065370163,1.027765528,0.671438729,3.46989724,86,10.92225621,0.028942306
190_chr1,0.119696407,0.004466217,1.00566875,0.950875006,4.272291785,471,60.26808489,0.01432723
190_chr11,0.294391624,-0.222703285,1.459153133,0.39702399,-0.918433597,151,23.7516931,0.086666428
190_chr17,0.322907894,0.308354249,1.578783926,0.637921663,-0.61308152,171,24.28205665,0.104269508
190_chr2,0.132021229,-0.002624656,0.997819055,0.50691182,1.969053533,254,37.76405828,0.017429605
190_chr3,0.19380125,-0.17967189,0.970699226,0.597090243,-0.087052672,202,29.88196357,0.037558924
190_chr4,0.269085915,-0.121597146,1.481473951,0.972047455,0.527015209,165,30.72201854,0.07240723
191_chr1,0.212887015,0.083937297,1.085487899,0.307293324,0.00678228,352,34.55636154,0.045320881
191_chr11,0.221471773,-0.142843133,0.88956302,0.649496678,-0.709056064,122,14.46933894,0.049049746
191_chr17,0.286112185,0.384706563,1.303472796,0.006220749,-0.668887927,102,16.9952352,0.081860182
191_chr2,0.092562381,-0.031481338,0.857156906,0.493222761,6.431425744,195,18.07225055,0.008567794
191_chr3,0.237909565,-0.140905487,1.086684058,0.080071349,-0.379671784,126,17.1389345,0.056600961
191_chr4,0.096707828,-0.045817728,0.591816172,0.889639144,2.619558811,105,9.977578977,0.009352404
192_chr1,0.136239949,-0.070925944,1.010744158,0.372502555,1.018748264,355,35.41405353,0.018561324
192_chr11,0.140247452,0.199285116,0.775828417,0.175245948,0.019036565,123,18.13063213,0.019669348
192_chr17,0.148087159,0.200839896,0.769748365,0.433718653,0.339527636,112,16.11033365,0.021929807
192_chr2,0.196173795,0.066177216,1.141509319,0.925285889,0.643088974,200,23.42117945,0.038484158
192_chr3,0.105229716,-0.00015816,0.685378882,0.356147921,1.154895223,131,14.59190499,0.011073293
192_chr4,0.109504294,-0.012970932,0.700439718,0.223611041,1.250331862,111,11.90867929,0.01199119
193_chr1,0.057492269,0.008279469,0.410155278,0.372850219,0.76204144,481,25.98063341,0.003305361
193_chr11,0.080443474,0.000221323,0.597326928,1.11091705,3.251077053,153,10.82803193,0.006471153
193_chr17,0.077777143,0.28174396,0.600461133,2.655532544,11.83736476,172,10.76760115,0.006049284
193_chr2,0.07869963,0.320154138,0.825701867,2.735090922,15.88165371,264,16.67139188,0.006193632
193_chr3,0.075566947,0.006918946,0.61317815,0.915091258,3.726398259,207,14.11665085,0.005710363
193_chr4,0.072858491,0.032075993,0.443036341,0.399973839,0.718282529,170,12.18816049,0.00530836
194_chr1,0.060673845,-0.004958007,0.586862034,0.559607154,3.520818606,509,31.27348779,0.003681315
194_chr11,0.063116436,-0.007405503,0.52340474,0.930708292,4.670127533,173,10.59246042,0.003983684
194_chr17,0.195985155,0.339343495,1.100635022,0.267720944,0.364805618,183,16.94891814,0.038410181
194_chr2,0.06790776,-0.002735805,0.685986741,0.797601209,5.873265655,296,20.52689459,0.004611464
194_chr3,0.192196713,-0.126179373,0.789972844,0.909692016,-0.52848948,225,20.50496334,0.036939576
194_chr4,0.181852407,-0.072863974,0.919510082,1.166411022,0.716223366,194,16.48129266,0.033070298
195_chr1,0.055024128,-0.01872191,0.598,1.781555433,12.1573331,534,27.929,0.003027655
195_chr11,0.061973267,-0.118952261,0.629,0.004257302,6.459455739,199,11.775,0.003840686
195_chr17,0.081122436,0.196473404,0.473,0.234304807,0.496305473,188,13.378,0.00658085
195_chr2,0.081826959,0.21206967,0.671,1.244124524,4.186950579,333,25.913,0.006695651
195_chr3,0.09341303,-0.279003891,0.636,0.759482682,1.86337433,257,23.977,0.008725994
195_chr4,0.060104224,-0.035985294,0.61,1.186941945,9.630048045,238,13.921,0.003612518
196_chr1,0.210912412,0.006121869,2.094996514,0.538317756,4.069881551,453,79.7284853,0.044484046
196_chr10,0.244542559,-0.302570046,1.214973042,0.390508179,-0.016862958,115,28.89076035,0.059801063
196_chr11,0.18690594,-0.036448515,0.965285284,0.215877623,0.033619301,143,28.3200447,0.034933831
196_chr14,0.231056121,-0.273185053,1.077582941,0.389431307,0.248134719,82,18.44167812,0.053386931
196_chr17,0.193751148,0.405159024,0.897861358,0.024504522,-0.624344583,158,23.76387462,0.037539508
196_chr19,0.252999383,-0.084129126,1.156915941,1.061008378,0.771831757,49,11.36912088,0.064008688
196_chr2,0.2033155,-0.047354154,1.204404791,0.159555323,0.502105439,231,46.67503341,0.041337192
196_chr3,0.209546082,-0.35244473,1.00507099,0.344994122,-0.317759516,178,40.10062798,0.043909561
196_chr4,0.228501203,-0.317834568,1.28128611,0.066567983,0.017855424,138,33.38326506,0.0522128
196_chr9,0.242304338,0.049599181,1.551174187,0.293833762,0.874508175,110,22.41074797,0.058711392
197_chr1,0.081383776,-0.153647265,0.564445483,0.289777627,0.361618707,380,26.2142068,0.006623319
197_chr11,0.091264608,-0.006676659,0.479865438,0.246649818,0.423104576,106,9.554463767,0.008329229
197_chr17,0.160241638,0.39543644,0.873061198,0.048574911,0.16436582,133,18.31233894,0.025677383
197_chr2,0.089051648,0.005546997,0.691314482,0.813290007,3.161658884,194,16.84518022,0.007930196
197_chr3,0.087143945,-0.226098377,0.596836601,0.620913557,1.705081149,163,14.75660289,0.007594067
197_chr4,0.114098645,-0.23978864,0.715739552,0.213811843,1.657696286,133,15.43871724,0.013018501
198_chr1,0.069379729,-0.007442991,0.753,1.36616825,10.10759493,535,34.209,0.004813547
198_chr11,0.055177078,-0.007562814,0.451,1.523138696,5.200325855,199,10.755,0.00304451
198_chr17,0.093834051,0.158380319,0.612,0.448963361,1.694042503,188,15.884,0.008804829
198_chr2,0.058687335,-0.002219561,0.434,1.189052688,2.721608671,334,20.51033333,0.003444203
198_chr3,0.07396497,-0.228188716,0.404,0.465950048,0.597617855,257,18.695,0.005470817
198_chr4,0.074982132,-0.203296218,0.492,0.820539365,2.039973017,238,17.686,0.00562232
199_chr1,0.07362679,0.026869252,0.716567897,1.627462959,6.744314969,644,40.21433292,0.005420904
199_chr11,0.067285842,-0.033565881,0.61581478,1.872739621,9.406351029,235,14.14110824,0.004527385
199_chr17,0.101305189,0.164922975,0.691470658,0.245437214,0.665180144,248,23.95195134,0.010262741
199_chr2,0.052045879,-0.007227019,0.46456577,0.697067184,3.158561045,413,21.74984995,0.002708774
199_chr3,0.063776146,-0.19424419,0.484902306,0.531037605,1.410309908,390,22.97105944,0.004067397
199_chr4,0.062478033,-0.186718961,0.53276629,1.360680865,5.690119095,320,19.27941273,0.003903505
19_chr1,0.063645301,0.023018096,0.565510138,1.181713377,3.610699801,648,34.79474238,0.004050724
19_chr11,0.073570897,0.012990131,0.750236207,2.588041077,18.25925463,234,15.76599151,0.005412677
19_chr17,0.105112206,0.295945079,0.850279652,0.942789534,3.038782285,248,24.27170544,0.011048576
19_chr2,0.07043461,0.153471301,0.580513168,0.541210553,2.103569544,413,29.02959772,0.004961034
19_chr3,0.051345544,-0.003035792,0.407915134,0.312688487,1.153047464,388,20.50863235,0.002636365
19_chr4,0.083659828,-0.196028948,0.840450453,2.407034038,15.33597259,321,25.49546387,0.006998967
1_chr1,0.183430935,0.313450826,1.354228587,2.207026202,7.508871207,474,42.0822659,0.033646908
1_chr11,0.263227652,0.092563047,0.931738882,0.148131168,-1.487185175,155,18.88319703,0.069288797
1_chr15,0.186725237,-0.119022853,1.178471798,1.731409677,5.540866606,79,10.13750615,0.034866314
1_chr17,0.122389117,0.597157582,0.945364743,0.802874887,2.890741259,171,18.17359952,0.014979096
1_chr19,0.1620463,0.112096669,1.074229079,3.27330737,15.9114935,55,6.938348041,0.026259003
1_chr2,0.118951979,-0.012844002,1.085695915,1.81773546,9.457103552,250,29.80737412,0.014149573
1_chr3,0.165644209,-0.394500228,1.053742223,1.574750626,3.931661822,191,30.87229594,0.027438004
1_chr4,0.130530914,-6.85E-05,0.719956325,0.671659011,0.7022441,154,19.1883784,0.017038319
1_chr6,0.212939995,-0.080282205,0.966269143,0.287526183,-0.943569913,163,19.488164,0.045343442
1_chr7,0.311950957,0.229757066,1.392135184,0.417585157,-0.902098989,129,17.99457635,0.0973134
1_chr9,0.229760124,-0.120553152,1.163706479,0.607609007,-0.106405665,118,13.04867167,0.052789715
1_chrX,0.219286611,0.605862727,1.154466455,1.328779716,1.549434865,95,21.30263317,0.048086618
200_chr1,0.084852949,0.008614816,0.846676966,0.369390106,3.009954161,496,41.30581277,0.007200023
200_chr11,0.084569824,-0.333317688,0.510737916,0.314137378,0.799598253,162,14.18269856,0.007152055
200_chr17,0.115671505,0.283302004,0.82125641,1.067866027,3.55663754,174,18.64617925,0.013379897
200_chr2,0.099753898,-0.006600042,0.814988995,0.363964239,2.684651909,279,29.09812997,0.00995084
200_chr3,0.089849373,-0.338395005,0.648784418,0.846930998,2.265177857,214,22.39141821,0.00807291
200_chr4,0.112229551,-0.340222443,0.792919459,0.425543906,1.60392251,180,21.49585169,0.012595472
201_chr1,0.268663337,-0.33175138,1.197429553,0.053878047,-1.048932615,352,49.38805993,0.072179989
201_chr11,0.318758235,-0.186375587,1.192154059,0.413660763,-1.019619218,107,18.42120245,0.101606812
201_chr17,0.210738134,0.136812985,1.102500301,0.096429169,0.093272694,140,16.52415752,0.044410561
201_chr2,0.229017686,-0.104010749,1.140177658,1.171717845,0.941310798,182,22.9715668,0.0524491
201_chr3,0.087913623,-0.014166038,0.515314728,0.698557171,1.246570172,155,14.32450791,0.007728805
201_chr4,0.139975354,-0.062226404,0.922121362,0.963981423,2.64370779,106,15.21299783,0.0195931
202_chr1,0.076619293,-0.016231945,0.649502753,0.064635672,1.038504535,481,29.38446808,0.005870516
202_chr11,0.331587562,-0.325086572,1.074067248,0.238990744,-1.576057208,154,17.96431077,0.109950311
202_chr17,0.382522274,0.320179232,1.554013912,0.830497209,-0.596794949,172,16.94032381,0.14632329
202_chr2,0.187624238,0.106027739,0.84916084,0.904836654,-0.32392759,252,18.50801884,0.035202855
202_chr3,0.349627758,-0.253784097,1.434074279,0.417782531,-1.513966852,196,19.99640472,0.122239569
202_chr4,0.274459855,-0.095733543,1.121328248,1.556374143,0.96076215,150,14.37948587,0.075328212
203_chr1,0.104855691,0.004674472,0.903599873,0.953490569,4.447862931,301,31.97317877,0.010994716
203_chr11,0.118028407,-0.153473173,0.781469769,0.719681691,2.607356711,76,9.248011166,0.013930705
203_chr17,0.123137638,0.1710217,0.607133882,0.454441841,0.259573998,102,13.46936854,0.015162878
203_chr2,0.118817126,0.00205383,0.833609076,0.052868071,2.046818944,137,17.99126368,0.014117509
203_chr3,0.103117629,-0.009324169,0.595531742,0.072666862,0.425917106,121,13.49161384,0.010633245
203_chr4,0.123546516,-0.037539775,0.680049555,0.638188365,1.686398626,81,10.83448917,0.015263742
204_chr1,0.058593366,0.00265142,0.595863808,0.237257178,4.43355674,441,24.82432585,0.003433183
204_chr11,0.37521715,-0.036121833,1.376061532,0.39733248,-1.290538256,146,22.71983127,0.14078791
204_chr17,0.274608183,0.224385124,1.016845671,0.801896266,-0.898734285,154,15.59586977,0.075409654
204_chr2,0.146131877,-0.020919647,1.143348628,0.980862304,6.201185015,250,19.21356116,0.021354526
204_chr3,0.067179094,-0.019085219,0.417128059,0.04772612,1.20603746,180,11.81418964,0.004513031
204_chr4,0.1562892,0.055471266,0.923342031,0.371006588,0.272110812,152,12.50158624,0.024426314
205_chr1,0.06217853,0.003947687,0.733242508,0.471540566,5.708861584,483,30.57340908,0.00386617
205_chr11,0.133874214,-0.287280823,0.713035577,0.707649483,0.864229332,162,21.39641385,0.017922305
205_chr17,0.078799049,0.255757339,0.74385198,1.716738412,10.20026283,174,12.88950246,0.00620929
205_chr2,0.096648296,0.255755915,0.94912767,0.339195251,5.894521839,273,26.79132753,0.009340893
205_chr3,0.11476348,-0.299769581,0.7589919,0.660604494,1.284599484,209,25.62391911,0.013170656
205_chr4,0.112276854,-0.273034979,0.639052999,0.771197379,0.687000253,179,20.84104313,0.012606092
206_chr1,0.085788215,0.00622153,1.658072255,2.616422666,42.12907259,504,33.12063262,0.007359618
206_chr11,0.085904617,-0.218709348,0.768162733,0.658832497,6.018340252,167,13.43145869,0.007379603
206_chr17,0.078384303,0.305929921,0.62855769,1.060075071,3.980964534,177,12.84370093,0.006144099
206_chr2,0.073581726,-0.016145095,0.672619349,1.345312944,7.525675703,284,19.85410619,0.00541427
206_chr3,0.103385463,-0.370825904,0.719575457,0.949843095,2.312810727,219,22.2083342,0.010688554
206_chr4,0.069226655,-0.028601149,0.459746103,0.3456494,1.403932319,184,13.04518896,0.00479233
207_chr1,0.44867538,-0.320027762,1.340660971,0.015052077,-1.760478187,491,45.84978775,0.201309596
207_chr10,0.376425806,-0.46247305,1.194401678,0.391966318,-1.55903883,142,18.59927781,0.141696387
207_chr11,0.091841289,0.018843082,0.548215098,0.26041763,0.709261939,155,11.46838231,0.008434822
207_chr12,0.216888886,0.122269754,0.99034983,0.828772161,-0.690423133,200,15.04526023,0.047040789
207_chr15,0.221628076,0.130246957,0.905003486,1.060838063,-0.21774005,84,9.013958455,0.049119004
207_chr17,0.266622451,0.427089074,1.424335244,0.377148028,-0.002782959,173,15.9950041,0.071087531
207_chr18,0.241337145,0.302815627,0.763274944,0.588573075,-1.326234591,77,8.693806962,0.058243618
207_chr19,0.303493524,-0.300534463,1.00641484,0.446957614,-1.278512198,57,8.327615516,0.092108319
207_chr2,0.56362522,0.049400282,6.021523179,7.145237225,55.21859849,263,37.82522607,0.317673389
207_chr21,0.352508316,0.069476691,2.310128113,5.544033578,33.35768303,44,9.034553912,0.124262113
207_chr22,0.297308268,0.020661556,2.87582338,6.574010767,52.94939747,82,15.37764574,0.088392206
207_chr3,0.061118385,-0.00342076,0.395863835,0.322379774,1.071218235,203,12.97244467,0.003735457
207_chr4,0.201563525,0.130702121,0.803308089,0.853373585,-0.772943878,169,12.51960702,0.040627855
207_chr5,0.211186978,-0.070735585,1.243405599,2.379512184,5.425972558,200,14.96303448,0.04459994
208_chr1,0.075415103,0.007026476,0.817664906,0.518645416,5.909158492,482,36.54177831,0.005687438
208_chr11,0.199728733,-0.230459042,2.488499661,7.677724999,80.69428241,149,19.86074779,0.039891567
208_chr17,0.077432761,0.20529126,0.553310666,0.298923375,2.069622995,171,14.32755735,0.005995832
208_chr2,0.08843056,0.200056589,0.697008813,0.734427007,4.532618004,269,24.10215346,0.007819964
208_chr3,0.069171189,-0.008547241,0.614574157,1.339951776,7.325922254,199,14.29033882,0.004784653
208_chr4,0.060242749,-0.006287431,0.369813449,0.268721919,0.490754545,168,11.14171064,0.003629189
209_chr1,0.136844288,-0.082053585,0.941656014,1.350610978,1.832380497,372,24.63611832,0.018726359
209_chr11,0.666716133,-0.125060245,1.866041082,0.443622805,-1.628890399,154,25.20788245,0.444510401
209_chr17,0.359157126,0.203050047,1.097548946,0.818575167,-1.085389835,164,16.7400574,0.128993841
209_chr2,0.111209742,-0.003059151,0.753206235,0.811737802,0.853422427,231,17.84604265,0.012367607
209_chr3,0.118288712,-0.429465935,0.896495424,2.540636854,9.963965136,178,18.54542737,0.013992219
209_chr4,0.123410838,-0.352396232,1.039746179,0.665931295,4.263154046,140,15.99643384,0.015230235
20_chr1,0.184498122,-0.060793976,0.890465048,1.122744774,0.47300401,652,60.66465112,0.034039557
20_chr11,0.074597683,0.007256305,0.382289962,0.034477602,-0.320956997,235,19.94656412,0.005564814
20_chr17,0.177199673,-0.02344798,0.760992865,0.221519074,-0.904525304,247,23.61472996,0.031399724
20_chr2,0.06790465,-0.012549485,0.42352896,0.019315486,-0.101082446,414,30.30668146,0.004611041
20_chr3,0.07236547,-0.082747112,0.572425035,0.251506829,0.994996998,390,31.07880459,0.005236761
20_chr4,0.081008142,-0.167024729,0.583682948,0.353426642,0.927956493,321,28.64579656,0.006562319
210_chr1,0.066202613,0.012321187,0.55741179,0.273247206,2.987685843,480,32.92839178,0.004382786
210_chr11,0.086026296,-0.166688138,0.531247533,0.223405351,0.566587611,154,13.87364331,0.007400524
210_chr17,0.067008038,0.166093879,0.492546866,0.140831348,1.597861158,173,11.69212728,0.004490077
210_chr2,0.090514509,-0.00826002,0.984544528,3.149595807,22.68125928,266,23.5768987,0.008192876
210_chr3,0.086402762,-0.144322378,0.447584369,0.320972652,0.02578656,200,16.20907152,0.007465437
210_chr4,0.075413005,-0.008809775,0.497429351,0.107496436,1.380261492,165,14.13670913,0.005687121
211_chr1,0.09711061,0.016246019,0.565504994,0.413410905,-0.37794177,387,25.04010168,0.009430471
211_chr11,0.12803781,-0.043869116,0.495759513,0.542460381,-0.609571282,126,11.07587575,0.016393681
211_chr2,0.068441076,0.010837483,0.523561956,0.074326956,2.503442892,205,13.78002404,0.004684181
211_chr3,0.109068752,-0.047168588,0.559624305,0.288653124,-0.320482122,147,12.23539056,0.011895993
211_chr4,0.092256605,0.107996018,0.457265735,0.257216855,0.063436457,116,8.439885929,0.008511281
212_chr1,0.163561297,-0.091056963,1.356820435,2.414489674,8.890586508,504,44.78296909,0.026752298
212_chr11,0.175066984,-0.136928571,1.309804536,1.895527331,5.779719977,169,18.94310973,0.030648449
212_chr17,0.148624405,0.254554192,0.884806638,0.7581016,0.577685244,177,18.78125243,0.022089214
212_chr2,0.098467198,0.055437347,0.642930099,1.725880437,4.141885737,285,24.03867912,0.009695789
212_chr3,0.100771014,-0.069378749,0.788495895,2.144218862,8.191213185,221,19.02990838,0.010154797
212_chr4,0.108959501,-0.211029105,0.942161408,0.294568138,4.856552193,185,17.78915063,0.011872173
213_chr1,0.087109468,0.006012419,0.699055307,0.274755572,1.774406322,393,33.20454591,0.007588059
213_chr11,0.078146707,-0.006979727,0.584349761,0.475893316,3.256423118,113,8.298522261,0.006106908
213_chr17,0.111950473,0.264581838,0.526974639,0.444395191,-0.278602295,137,12.38807521,0.012532908
213_chr2,0.102293469,-0.03053879,1.148824475,1.028791838,13.48578477,200,19.53349432,0.010463954
213_chr3,0.073430304,-0.008127463,0.444990721,0.327622435,0.679965034,160,13.44252778,0.00539201
213_chr4,0.094698632,-0.041126394,0.644519345,0.006255307,2.053575561,129,13.68986434,0.008967831
214_chr1,0.381951623,-0.249867275,1.338738489,0.227713717,-1.721642312,510,50.19265648,0.145887042
214_chr11,0.086163889,-0.100109212,0.516751922,0.073623305,0.209930924,174,15.29011601,0.007424216
214_chr17,0.241309453,0.22806507,1.275130243,0.94107387,0.056049563,186,19.75886015,0.058230252
214_chr2,0.521991943,0.113996679,5.828978976,9.539655086,92.75378268,296,34.59493603,0.272475589
214_chr3,0.088674234,-0.151950087,0.624389584,0.339413118,2.056210032,223,19.76704534,0.00786312
214_chr4,0.089959585,0.088339637,0.679151363,0.080878057,2.307023592,195,17.97786358,0.008092727
215_chr1,0.691259448,-0.224244724,2.152898899,0.60097332,-1.303996907,493,68.04832198,0.477839624
215_chr11,0.11173264,-0.008591572,0.782456978,0.847700275,2.886772117,165,17.89210335,0.012484183
215_chr17,0.237562887,0.218166985,1.183508283,0.202991879,-0.881652461,178,19.77348953,0.056436125
215_chr2,0.119964064,-8.32E-05,1.047385402,2.110604376,11.88166165,281,29.92755531,0.014391377
215_chr3,0.138941484,3.08E-05,1.510826079,1.953776649,14.2168172,214,24.72875827,0.019304736
215_chr4,0.485372905,-0.148075472,2.032545977,0.632146984,0.015822417,178,28.23150291,0.235586857
216_chr1,0.245388558,-0.117141582,2.116425423,1.124376904,1.833588681,504,39.2201815,0.060215544
216_chr11,0.501692321,-0.171994104,2.331514144,1.368486423,1.939705426,169,23.05891612,0.251695185
216_chr17,0.328992923,0.253326402,1.326049548,0.677519921,-1.147777039,177,17.13496282,0.108236343
216_chr2,0.096753815,-0.008234225,1.188883159,3.843166539,34.36519222,281,21.72714855,0.009361301
216_chr3,0.219032456,-0.005119796,0.82045058,0.70123616,-1.011486983,221,17.03903006,0.047975217
216_chr4,0.072100518,-0.078463727,0.474068909,0.573406043,1.167200196,185,10.67845845,0.005198485
217_chr1,0.07107294,-0.027386762,0.684042274,0.896553207,4.750141782,408,22.98168217,0.005051363
217_chr11,0.061024891,-0.030794557,0.332184656,0.206342228,-0.054182299,135,7.197186524,0.003724037
217_chr16,0.153824887,-0.07970774,0.799268952,1.979675259,4.192401633,72,6.30179635,0.023662096
217_chr17,0.082617506,0.004300771,0.490986353,0.86821189,1.613641229,155,9.687806942,0.006825652
217_chr2,0.058546164,0.000244282,0.285691514,0.288935113,-0.282388398,218,11.99788521,0.003427653
217_chr3,0.057573847,0.008794633,0.272525855,0.459613015,0.027567823,160,8.366053292,0.003314748
217_chr4,0.057625986,0.010402035,0.338801913,0.402972646,0.511023639,134,7.561934923,0.003320754
218_chr1,0.115158505,-0.001839465,0.995947483,0.770181095,2.58256302,446,48.53650594,0.013261481
218_chr11,0.171545858,-0.036761409,1.567860073,3.558975169,23.51740281,138,21.20338128,0.029427981
218_chr17,0.103642339,0.079401396,0.588369102,0.442264172,0.699080063,141,14.83661227,0.010741734
218_chr2,0.118987034,-0.045982183,0.896495424,1.082492209,3.731616844,241,28.39847606,0.014157914
